DN;OM;SIGLA OM;UF;TIPO DE EMBARCAÇÃO;TOTAL DE EMBARCAÇÕES POR TIPO
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Traineira;1
8º ;Delegacia Fluvial de Guaíra;DLGUAI;PR;Veleiro;27
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Alvarenga;1
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Balsa;64
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Barcaça;13
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Batelão;12
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Bote;17298
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Caiaque;24
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Canoa;8
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Chata;291
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Draga;110
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Empurrador;19
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Escuna;3
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Flutuante;129
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Hovercraft;1
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Iate;1
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Jangada;6
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Jet Boat;8
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Lançador de Linhas;1
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Lancha;3495
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Moto-Aquática/similar;1922
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Multicasco (Catamarã, Trimarã, Tetramarã, etc);2
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Outros;4709
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Passageiro;10
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Passageiro / Carga Geral;2
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Pesqueiro;57
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Rebocador;61
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Roll-on / Roll-off Passageiro (Ferry Boat);1
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Saveiro;1
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Supridor (Supply);3
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Traineira;3
8º ;Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Veleiro;18
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Balsa;39
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Barcaça;9
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Batelão;11
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Bote;27
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Caiaque;1
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Caique;1
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Canoa;888
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Carga Geral;157
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Chata;2
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Draga;38
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Empurrador;18
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Flutuante;60
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Jet Boat;6
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Lancha;2273
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Laser;2
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Moto-Aquática/similar;127
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Outros;185
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Passageiro;41
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Passageiro / Carga Geral;17
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Passageiro de Alta Velocidade (HSC Passageiro);1
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Pesqueiro;174
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Rebocador;53
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Roll-on / Roll-off Carga ;1
9º ;Agência Fluvial de Boca do Acre;AGACRE;AC;Traineira;3
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Balsa;1
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Barcaça;1
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Batelão;41
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Bote;184
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Canoa;417
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Carga Geral;1
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Draga;7
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Empurrador;6
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Flutuante;2
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Lancha;111
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Manuseio de Âncora (AHTS);1
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Moto-Aquática/similar;75
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Multicasco (Catamarã, Trimarã, Tetramarã, etc);1
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Passageiro;11
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Passageiro / Carga Geral;3
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Pesqueiro;78
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Pesquisa;1
9º ;Agência Fluvial de Caracaraí;AGCRAI;RR;Roll-on / Roll-off Passageiro (Ferry Boat);1
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Balsa;47
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Barcaça;2
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Batelão;200
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Bote;166
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Canoa;465
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Carga Geral;5
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Empurrador;4
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Flutuante;41
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Jet Boat;2
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Lancha;55
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Moto-Aquática/similar;20
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Passageiro;14
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Passageiro / Carga Geral;9
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Pesqueiro;5
9º ;Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Rebocador;9
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Alvarenga;1
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Balsa;53
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Barcaça;11
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Batelão;422
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Bote;97
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Canoa;235
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Carga Geral;7
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Draga;5
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Empurrador;15
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Flutuante;24
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Graneleiro;2
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Lancha;506
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Moto-Aquática/similar;33
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Outros;65
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Passageiro;3
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Passageiro / Carga Geral;6
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Pesqueiro;16
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Petroleiro;1
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Rebocador;37
9º ;Agência Fluvial de Eirunepé;AGNEPE;AM;Tanque (transporte de granéis líquidos);1
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Balsa;32
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Batelão;2
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Bote;1230
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Canoa;456
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Chata;749
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Draga;21
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Empurrador;8
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Flutuante;19
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Lancha;1028
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Moto-Aquática/similar;52
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Outros;122
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Passageiro;8
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Passageiro / Carga Geral;4
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Pesqueiro;6
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Petroleiro;1
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Rebocador;33
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Roll-on / Roll-off Passageiro (Ferry Boat);1
9º ;Agência Fluvial de Guajará-Mirim;AgGMirim;RO;Saveiro;1
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Balsa;19
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Batelão;5
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Bote;15
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Canoa;85
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Carga Geral;148
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Dique Flutuante;1
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Draga;846
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Empurrador;4
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Flutuante;10
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Jet Boat;1
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Lancha;88
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Moto-Aquática/similar;4
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Outros;1
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Passageiro;43
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Passageiro / Carga Geral;17
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Pesqueiro;10
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Petroleiro;1
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Rebocador;4
9º ;Agência Fluvial de Humaitá;AGHMTA;AM;Tanque (transporte de granéis líquidos);1
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Balsa;54
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Barcaça;2
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Batelão;1
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Bote;77
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Canoa;170
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Carga Geral;552
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Curral;1
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Empurrador;29
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Flutuante;47
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Graneleiro;10
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Iate;2
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Jangada;2
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Lancha;386
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Moto-Aquática/similar;14
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Outros;24
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Passageiro;290
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Passageiro / Carga Geral;204
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Pesqueiro;177
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Pesquisa;2
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Petroleiro;2
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Rebocador;152
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Roll-on / Roll-off Passageiro (Ferry Boat);2
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Tanque (transporte de granéis líquidos);7
9º ;Agência Fluvial de Itacoatiara;AGITAC;AM;Transporte de Gases Liquefeitos;4
9º ;Agência Fluvial de Parintins;AGTINS;AM;Balsa;40
9º ;Agência Fluvial de Parintins;AGTINS;AM;Barcaça;1
9º ;Agência Fluvial de Parintins;AGTINS;AM;Batelão;7
9º ;Agência Fluvial de Parintins;AGTINS;AM;Bote;450
9º ;Agência Fluvial de Parintins;AGTINS;AM;Caique;1
9º ;Agência Fluvial de Parintins;AGTINS;AM;Canoa;654
9º ;Agência Fluvial de Parintins;AGTINS;AM;Carga Geral;362
9º ;Agência Fluvial de Parintins;AGTINS;AM;Chata;2
9º ;Agência Fluvial de Parintins;AGTINS;AM;Draga;1
9º ;Agência Fluvial de Parintins;AGTINS;AM;Empurrador;28
9º ;Agência Fluvial de Parintins;AGTINS;AM;Flutuante;39
9º ;Agência Fluvial de Parintins;AGTINS;AM;Graneleiro;2
9º ;Agência Fluvial de Parintins;AGTINS;AM;Iate;6
9º ;Agência Fluvial de Parintins;AGTINS;AM;Lançador de Linhas;1
9º ;Agência Fluvial de Parintins;AGTINS;AM;Lancha;962
9º ;Agência Fluvial de Parintins;AGTINS;AM;Laser;41
9º ;Agência Fluvial de Parintins;AGTINS;AM;Moto-Aquática/similar;25
9º ;Agência Fluvial de Parintins;AGTINS;AM;Outros;53
9º ;Agência Fluvial de Parintins;AGTINS;AM;Passageiro;657
9º ;Agência Fluvial de Parintins;AGTINS;AM;Passageiro / Carga Geral;1056
9º ;Agência Fluvial de Parintins;AGTINS;AM;Pesqueiro;364
9º ;Agência Fluvial de Parintins;AGTINS;AM;Petroleiro;6
9º ;Agência Fluvial de Parintins;AGTINS;AM;Rebocador;32
9º ;Agência Fluvial de Parintins;AGTINS;AM;Roll-on / Roll-off Passageiro (Ferry Boat);4
9º ;Agência Fluvial de Parintins;AGTINS;AM;Tanque (transporte de granéis líquidos);7
9º ;Agência Fluvial de Parintins;AGTINS;AM;Traineira;1
9º ;Agência Fluvial de Parintins;AGTINS;AM;Transporte de Gases Liquefeitos;1
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Alvarenga;1
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Balsa;85
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Batelão;269
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Bote;180
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Canoa;55
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Carga Geral;171
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Draga;28
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Empurrador;68
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Flutuante;202
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Graneleiro;9
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Jet Boat;2
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Lancha;525
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Moto-Aquática/similar;13
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Outros;280
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Passageiro;76
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Passageiro / Carga Geral;45
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Pesqueiro;205
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Pesquisa;2
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Rebocador;134
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Roll-on / Roll-off Passageiro (Ferry Boat);2
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Tanque (transporte de granéis líquidos);2
9º ;Agência Fluvial de Tefé;AGTEFE;AM;Veleiro;1
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Apoio à Manobra;3
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Balsa;1942
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Barcaça;242
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Batelão;2
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Bote;140
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Cábrea;5
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Canoa;95
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Carga Geral;1579
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Chata;9
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Dique Flutuante;11
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Draga;29
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Empurrador;355
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Flotel;3
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Flutuante;338
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Graneleiro;60
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Iate;47
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Jangada;1
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Jet Boat;21
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Lançador de Linhas;4
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Lancha;6878
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Laser;1
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Moto-Aquática/similar;1580
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Multicasco (Catamarã, Trimarã, Tetramarã, etc);44
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Outros;185
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Passageiro;731
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Passageiro / Carga Geral;576
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Passageiro de Alta Velocidade (HSC Passageiro);4
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Pesqueiro;1221
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Pesquisa;4
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Petroleiro;23
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Petroleiro e Químico;2
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Porta-Contentor;9
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Rebocador;894
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Roll-on / Roll-off Carga ;2
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Roll-on / Roll-off Passageiro (Ferry Boat);30
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Tanque (transporte de granéis líquidos);69
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Transporte de Carga Pesada (Navio de Cargas Especiais);2
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Transporte de Gases Liquefeitos;1
9º ;Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Veleiro;5
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Balsa;113
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Barcaça;5
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Batelão;39
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Bote;1043
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Cábrea;1
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Canoa;430
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Carga Geral;56
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Chata;629
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Draga;537
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Empurrador;131
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Escuna;1
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Flutuante;116
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Graneleiro;3
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Jangada;1
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Jet Boat;11
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Lançador de Linhas;4
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Lancha;2998
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Laser;1
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Moto-Aquática/similar;312
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Outros;104
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Passageiro;63
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Passageiro / Carga Geral;33
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Pesqueiro;28
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Rebocador;183
9º ;Capitania Fluvial de Porto Velho;CFPVEL;RO;Roll-on / Roll-off Passageiro (Ferry Boat);1
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Alvarenga;1
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Anfíbia;1
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Balsa;68
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Barcaça;2
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Batelão;19
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Bote;788
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Cábrea;1
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Caiaque;4
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Canoa;1607
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Carga Geral;78
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Draga;7
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Empurrador;20
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Flutuante;128
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Iate;13
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Lançador de Linhas;1
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Lancha;625
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Moto-Aquática/similar;4
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Outros;159
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Passageiro;16
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Passageiro / Carga Geral;18
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Pesqueiro;25
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Rebocador;60
9º ;Capitania Fluvial de Tabatinga;CFT;AM;Tanque (transporte de granéis líquidos);1
